Index;ID;Lat;Lon;Elv;Yr1;YrEnd;Yrs;Name;Prov;Fit
404;6100971;44.6;-75.66;96;1967;2017;43;BROCKVILLE PCC;ON;Lin
405;6101820;45.36;-77.61;286;1954;1977;20;COMBERMERE;ON;Poly
406;6101874;45.01;-74.74;64;1991;2015;22;CORNWALL;ON;Lin
407;6101901;45.03;-74.8;76;1957;1992;33;CORNWALL ONT HYDRO;ON;Lin
408;6103024;44.41;-75.85;82;1998;2023;14;GRENADIER ISLAND;ON;Lin
409;6104027;45;-75.63;99;1970;2024;51;KEMPTVILLE CS;ON;Lin
410;6104142;44.22;-76.59;93;1982;2024;34;KINGSTON CLIMATE;ON;Lin
411;6104175;44.24;-76.48;76;1914;2007;63;KINGSTON PUMPING STATION;ON;Lin
412;6105978;45.38;-75.71;79;1905;2024;65;OTTAWA CDA RCS;ON;Lin
413;6106000;45.32;-75.66;114;1967;2016;46;OTTAWA MACDONALD-CARTIER INT L A;ON;Lin
414;6106367;45.86;-77.25;161;1996;2024;21;PEMBROKE CLIMATE;ON;Lin
415;6106400;45.98;-77.43;183;1961;1994;33;PETAWAWA NAT FORESTRY;ON;Lin
416;6107836;44.88;-76;114;1964;1989;21;SMITHS FALLS TS;ON;Lin
417;6110557;44.37;-79.68;221;1979;2008;27;BARRIE WPCC;ON;Lin
418;6110607;45.14;-79.4;297;2006;2024;19;BEATRICE CLIMATE;ON;Poly
419;6110617;44.85;-79.86;183;1977;2007;24;BEAUSOLEIL;ON;Poly
420;6111792;44.5;-80.21;178;1973;2023;28;COLLINGWOOD;ON;Lin
421;6112072;45.21;-78.93;323;1962;2001;12;DORSET MOE;ON;Lin
422;6115525;44.96;-79.3;281;1999;2016;12;MUSKOKA A;ON;Lin
423;6115811;44.6;-79.43;250;1965;2004;35;ORILLIA BRAIN;ON;Lin
424;6116132;44.58;-80.93;178;1965;2006;37;OWEN SOUND MOE;ON;Poly
425;6116257;45.34;-80.04;176;2003;2024;21;PARRY SOUND CCG;ON;Lin
426;6116843;45.01;-79.68;228;1952;1970;14;RAGGED RAPIDS;ON;Lin
427;6117700;44.48;-79.55;289;2004;2024;21;BARRIE-ORO;ON;Lin
428;6119115;45.2;-79.35;297;1971;1983;11;UTTERSON ONT HYDRO;ON;Lin
429;6119500;44.74;-81.1;222;1973;2015;40;WIARTON A;ON;Lin
430;6,11E+03;44.23;-79.78;251;1989;2024;30;EGBERT CS;ON;Lin
431;6121912;45.33;-81.73;179;1965;1985;17;COVE ISLAND;ON;Poly
432;6122847;43.76;-81.71;213;1970;2024;39;GODERICH;ON;Poly
433;6127519;43;-82.3;181;1962;2024;58;SARNIA CLIMATE;ON;Lin
434;6128330;45.23;-81.63;213;1988;2024;30;TOBERMORY RCS;ON;Poly
435;6131415;42.39;-82.21;180;1966;2015;47;CHATHAM WPCP;ON;Lin
436;6131983;42.86;-80.55;231;1962;2024;59;DELHI CS;ON;Lin
437;6133362;42.03;-82.9;191;1966;2024;42;HARROW CDA AUTO;ON;Lin
438;6134610;42.55;-80.05;175;1967;1984;16;LONG POINT;ON;Poly
439;6135638;43.13;-79.08;182;1965;1990;26;NIAGARA FALLS;ON;Lin
440;6136699;43.25;-79.21;79;2004;2024;17;PORT WELLER (AUT);ON;Lin
441;6137154;42.45;-81.88;205;1959;2024;47;RIDGETOWN RCS;ON;Poly
442;6137287;43.2;-79.16;97;1954;2005;33;ST CATHARINES A;ON;Lin
443;6137362;42.76;-81.2;209;1926;2016;82;ST THOMAS WPCP;ON;Lin
444;6137730;42.85;-80.26;240;1962;1986;23;SIMCOE;ON;Lin
445;6139148;43.18;-79.4;79;1963;2024;42;VINELAND STATION RCS;ON;Poly
446;6139449;42.96;-79.33;178;2006;2024;18;WELLAND-PELHAM;ON;Lin
447;6139525;42.27;-82.95;189;1946;2016;66;WINDSOR A;ON;Poly
448;6139538;42.3;-83.06;179;1968;1979;12;WINDSOR UNIVERSITY;ON;Poly
449;613F606;42.86;-79.25;183;1964;2011;41;PORT COLBORNE (AUT);ON;Lin
450;613P001;41.94;-82.51;176;1975;2024;37;POINT PELEE CS;ON;Lin
451;6140818;43.63;-80.11;373;1967;1977;11;BLUE SPRINGS CREEK;ON;Poly
452;6140942;43.13;-80.33;245;1961;2024;45;BRANTFORD AIRPORT;ON;Lin
453;6141095;43.33;-80.31;268;1978;1992;15;CAMBRIDGE GALT MOE;ON;Lin
454;6142286;43.65;-80.41;376;1970;2024;47;ELORA RCS;ON;Lin
455;6142400;43.73;-80.33;417;1961;2016;45;FERGUS SHAND DAM;ON;Poly
456;6142803;43.68;-80.71;400;1960;1970;10;GLEN ALLAN;ON;Lin
457;6142991;43.88;-80.33;464;1976;1991;14;GRAND VALLEY WPCP;ON;Lin
458;6143087;43.53;-80.3;344;1954;1964;11;GUELPH SMALLFIELD FARM;ON;Poly
459;6143092;43.54;-80.22;334;1954;2024;59;GUELPH TURFGRASS INSTITUTE;ON;Lin
460;6144241;43.45;-80.48;320;1955;1967;13;KITCHENER CITY ENG 2;ON;Lin
461;6144478;43.03;-81.15;278;1943;2024;74;LONDON CS;ON;Poly
462;6145504;43.98;-80.75;414;1962;2024;46;MOUNT FOREST (AUT);ON;Poly
463;6146714;43.38;-80.35;272;1971;1996;22;PRESTON WPCP;ON;Lin
464;6146745;43.21;-81.23;312;1956;1970;10;PROSPECT HILL;ON;Lin
465;6148105;43.36;-81;345;1966;2004;36;STRATFORD WWTP;ON;Lin
466;6149387;43.45;-80.38;317;1971;2007;33;WATERLOO WELLINGTON A;ON;Poly
467;6149625;43.13;-80.77;281;1962;2017;26;WOODSTOCK;ON;Lin
468;6150690;44.15;-77.43;96;1960;2024;47;BELLEVILLE QUINTE;ON;Lin
469;6150830;43.91;-78.66;99;1968;2001;31;BOWMANVILLE MOSTERT;ON;Lin
470;6151042;44.03;-78.8;312;1969;2001;31;BURKETON MCLAUGHLIN;ON;Poly
471;6151059;43.35;-79.81;114;1970;1982;10;BURLINGTON FIRE HQ S;ON;Lin
472;6151137;44.3;-77.8;146;1973;1997;24;CAMPBELLFORD;ON;Lin
473;6151684;43.95;-78.16;77;2003;2024;18;COBOURG (AUT);ON;Lin
474;6153020;43.9;-79.06;128;1960;1988;19;GREENWOOD MTRCA;ON;Poly
475;6153194;43.17;-79.93;237;1971;2016;39;HAMILTON A;ON;Lin
476;6153301;43.29;-79.9;102;1962;2024;61;HAMILTON RBG CS;ON;Lin
477;6153410;43.73;-79.78;259;1962;1974;11;HEART LAKE;ON;Lin
478;6154820;43.93;-76.63;75;1966;1986;21;MAIN DUCK ISLAND;ON;Lin
479;6154950;43.86;-79.48;244;1960;1975;12;MAPLE;ON;Lin
480;6155187;43.5;-79.95;243;1960;1974;12;MILTON KELSO;ON;Lin
481;6155722;43.96;-79.46;321;1927;1948;17;OAK RIDGES;ON;Lin
482;6155878;43.86;-78.83;83;1970;2016;36;OSHAWA WPCP;ON;Lin
483;6156533;44.01;-77.13;76;1966;1994;27;PICTON;ON;Lin
484;6156559;43.83;-77.15;78;2004;2024;18;POINT PETRE (AUT);ON;Lin
485;6157000;44.03;-80.02;436;1993;2024;24;MONO CENTRE;ON;Lin
486;6157831;44.08;-77.66;119;1969;1992;18;SMITHFIELD CDA;ON;Lin
487;6158084;43.96;-79.25;266;1961;1989;19;STOUFFVILLE WPCP;ON;Lin
488;6158355;43.66;-79.4;112;1940;2023;75;TORONTO CITY;ON;Lin
489;6158406;43.65;-79.35;77;1966;1992;26;TORONTO BOOTH;ON;Poly
490;6158520;43.76;-79.26;164;1966;1994;25;TORONTO ELLESMERE;ON;Poly
491;6158525;43.63;-79.53;118;1964;1980;12;TORONTO ETOBICOKE;ON;Lin
492;6158575;43.66;-79.31;99;1966;1981;16;TORONTO GREENWOOD;ON;Poly
493;6158665;43.62;-79.39;76;1971;1994;24;TORONTO ISLAND A;ON;Poly
494;6158731;43.67;-79.63;173;1950;2017;64;TORONTO INTL A;ON;Lin
495;6158732;43.71;-79.35;133;1973;1987;11;TORONTO LESLIE EGLINTON;ON;Poly
496;6158740;43.8;-79.55;193;1966;1987;16;TORONTO MET RES STN;ON;Lin
497;6158764;43.65;-79.46;121;1966;1990;22;TORONTO OLD WESTON RD;ON;Lin
498;61587PG;43.78;-79.35;189;1973;1986;11;TORONTO SENECA HILL;ON;Poly
499;6158875;44.11;-77.52;86;1965;2017;46;TRENTON A;ON;Lin
500;6159010;44.5;-77.28;144;1957;1970;13;TWEED;ON;Lin
501;6159123;44.09;-79.16;325;2013;2024;12;UXBRIDGE WEST;ON;Poly
502;6159510;43.95;-79.43;289;1960;1970;10;WILCOX LAKE;ON;Lin
503;615HHDF;43.75;-79.38;153;1973;1986;12;TORONTO YORK MILLS;ON;Poly
504;615HMAK;43.86;-79.37;198;1986;2016;26;TORONTO BUTTONVILLE A;ON;Lin
505;615N745;43.48;-79.63;86;1965;1976;12;OAKVILLE SOUTHEAST WPCP;ON;Lin
506;615S001;43.78;-79.46;187;1964;2014;34;TORONTO NORTH YORK;ON;Poly
507;6163171;45.03;-78.53;330;1988;2012;15;HALIBURTON 3;ON;Lin
508;6164432;44.35;-78.73;251;1965;1989;24;LINDSAY FILTRATION PLANT;ON;Poly
509;6166418;44.23;-78.36;191;1971;2006;33;PETERBOROUGH A;ON;Lin
510;6166450;44.28;-78.31;192;1965;1992;28;PETERBOROUGH STP;ON;Lin
511;6166457;44.35;-78.27;225;2006;2024;18;PETERBOROUGH TRENTU FARM;ON;Poly
512;6169453;45.1;-78.68;327;1972;1987;16;WEST GUILFORD;ON;Poly
513;616I001;45.07;-77.87;330;1998;2024;24;BANCROFT AUTO;ON;Lin
514;7010565;46.83;-71.19;10;2000;2024;23;BEAUPORT;QC;Poly
515;7011309;46.86;-71.26;114;1972;1997;22;CHARLESBOURG PARC ORLEAN;QC;Lin
516;7011982;46.66;-71.91;15;1973;1999;25;DESCHAMBAULT;QC;Lin
517;7012232;46.81;-71.3;15;1972;1990;18;DUBERGER;QC;Lin
518;7012240;46.86;-71.65;166;1971;1993;20;DUCHESNAY;QC;Lin
519;7013362;46.01;-73.43;56;1967;1999;22;JOLIETTE VILLE;QC;Poly
520;7014160;45.8;-73.43;21;1963;2024;62;L'ASSOMPTION;QC;Lin
521;7015730;45.5;-74.06;91;1969;1999;24;OKA;QC;Lin
522;7016280;46.8;-71.21;90;1914;1943;30;QUEBEC;QC;Lin
523;7016800;46.71;-72.08;76;1969;1999;26;ST ALBAN;QC;Poly
524;7016900;46.73;-71.5;57;1966;1989;24;ST AUGUSTIN;QC;Lin
525;7016902;46.2;-73.6;198;1978;1999;16;STE BEATRIX;QC;Lin
526;7016906;45.56;-74.05;53;1973;1990;16;ST BENOIT;QC;Lin
527;7016932;46.85;-71.61;152;1968;1990;22;STE CATHERINE;QC;Lin
528;7017100;46.31;-74.2;388;1970;1997;22;ST DONAT;QC;Lin
529;7017B65;46.75;-71.28;45;1969;1984;13;STE FOY MATAPEDIA;QC;Lin
530;7017BFN;46.78;-71.31;79;1972;1996;10;STE FOY (PIE XII);QC;Lin
